127.0.0.1 - - [10/Jun/2014:09:19:15 +0900] "GET / HTTP/1.1" 200 394 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:19:42 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:23:35 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1_B.anim.json HTTP/1.1" 200 122871 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:25:56 +0900] "GET / HTTP/1.1" 200 394 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:26:01 +0900] "GET /v0.1.999.999//manifest.json HTTP/1.1" 200 29685 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:00 +0900] "GET /v0.1.999.999//CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1_B.anim.json HTTP/1.1" 200 122871 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:02 +0900] "GET /v0.1.999.999//GUI_DLC_SAMPLE.ui.json HTTP/1.1" 200 4245 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:02 +0900] "GET /v0.1.999.999//SCE_DLC.scene.json HTTP/1.1" 200 311750 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:02 +0900] "GET /v0.1.999.999//TER_FOREST_DLC.anim.json HTTP/1.1" 200 2598 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:03 +0900] "GET /v0.1.999.999//gfx/chara/CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1.plist HTTP/1.1" 200 21831 "-" "-"
127.0.0.1 - - [10/Jun/2014:09:27:03 +0900] "GET /v0.1.999.999//gfx/chara/CHA_HERO_BARBARIAN_DLC_TEMPLATE_T1.png HTTP/1.1" 200 347037 "-" "-"
